DATE,HOUR,NC,SC,VA,KY,MD,NY,MI,CA,WA,WI
2018-03-07,18,30,27.0,25.0,23.0,34.0,29.0,20.0,24.0,35.0,11.0
2018-03-07,19,27,28.0,23.0,21.0,33.0,28.0,19.0,23.0,34.0,11.0
2018-03-07,20,24,30.0,22.0,19.0,33.0,28.0,18.0,24.0,35.0,10.0
2018-03-07,21,22,28.0,22.0,20.0,33.0,28.0,18.0,25.0,35.0,8.0
2018-03-07,22,22,30.0,22.0,20.0,30.0,28.0,11.0,26.0,36.0,8.0
2018-03-07,23,22,28.0,22.0,19.0,28.0,28.0,13.0,27.0,38.0,7.0
2018-03-08,00,23,28.0,23.0,19.0,30.0,29.0,16.0,32.0,38.0,6.0
2018-03-08,01,24,27.0,25.0,23.0,26.0,29.0,17.0,34.0,38.0,6.0
2018-03-08,02,25,27.0,24.0,29.0,25.0,29.0,17.0,35.0,38.0,7.0
2018-03-08,03,24,27.0,23.0,27.0,24.0,28.0,17.0,36.0,38.0,9.0
2018-03-08,04,24,27.0,23.0,25.0,23.0,28.0,18.0,36.0,38.0,11.0
2018-03-08,05,24,27.0,23.0,25.0,23.0,28.0,18.0,35.0,38.0,12.0
2018-03-08,06,24,25.0,23.0,26.0,24.0,29.0,18.0,33.0,38.0,14.0
2018-03-08,07,26,27.0,23.0,25.0,26.0,28.0,18.0,33.0,40.0,13.0
2018-03-08,08,24,28.0,19.0,24.0,24.0,29.0,18.0,31.0,41.0,14.0
2018-03-08,09,21,30.0,17.0,22.0,22.0,28.0,18.0,28.0,42.0,14.0
2018-03-08,10,17,25.0,18.0,22.0,18.0,28.0,19.0,26.0,44.0,14.0
2018-03-08,11,20,25.0,18.0,26.0,19.0,27.0,19.0,26.0,44.0,15.0
2018-03-08,12,20,23.0,20.0,25.0,14.0,27.0,18.0,27.0,43.0,15.0
2018-03-08,13,20,21.0,19.0,27.0,18.0,25.0,18.0,27.0,42.0,14.0
2018-03-08,14,19,21.0,17.0,23.0,17.0,24.0,19.0,27.0,43.0,15.0
2018-03-08,15,19,23.0,17.0,23.0,14.0,22.0,20.0,29.0,44.0,15.0
2018-03-08,16,20,21.0,16.0,19.0,15.0,21.0,20.0,30.0,46.0,15.0
2018-03-08,17,21,23.0,20.0,16.0,14.0,20.0,20.0,33.0,46.0,14.0
2018-03-08,18,21,23.0,19.0,16.0,14.0,20.0,21.0,34.0,44.0,14.0
2018-03-08,19,22,23.0,21.0,16.0,15.0,20.0,20.0,36.0,44.0,13.0
2018-03-08,20,24,23.0,19.0,15.0,16.0,21.0,19.0,36.0,43.0,13.0
2018-03-08,21,24,25.0,18.0,15.0,15.0,19.0,19.0,36.0,43.0,13.0
2018-03-08,22,22,23.0,16.0,15.0,16.0,18.0,19.0,36.0,42.0,11.0
2018-03-08,23,20,21.0,15.0,15.0,18.0,17.0,19.0,35.0,43.0,9.0
2018-03-09,00,19,21.0,14.0,16.0,19.0,16.0,20.0,35.0,39.0,6.0
2018-03-09,01,19,19.0,14.0,16.0,20.0,16.0,19.0,35.0,36.0,1.0
2018-03-09,02,19,19.0,15.0,17.0,21.0,16.0,18.0,32.0,36.0,2.0
2018-03-09,03,19,19.0,15.0,18.0,19.0,16.0,18.0,30.0,36.0,0.0
2018-03-09,04,19,21.0,15.0,18.0,18.0,18.0,18.0,29.0,35.0,0.0
2018-03-09,05,19,21.0,15.0,15.0,18.0,19.0,18.0,30.0,36.0,6.0
2018-03-09,06,18,21.0,15.0,14.0,18.0,20.0,19.0,30.0,36.0,8.0
2018-03-09,07,22,21.0,15.0,14.0,19.0,20.0,19.0,31.0,36.0,10.0
2018-03-09,08,19,23.0,15.0,14.0,20.0,23.0,22.0,32.0,37.0,11.0
2018-03-09,09,16,23.0,15.0,15.0,22.0,23.0,22.0,31.0,38.0,12.0
2018-03-09,10,16,21.0,15.0,16.0,22.0,23.0,22.0,33.0,38.0,13.0
2018-03-09,11,18,19.0,16.0,16.0,21.0,26.0,20.0,34.0,36.0,14.0
2018-03-09,12,19,21.0,16.0,17.0,20.0,28.0,19.0,36.0,35.0,9.0
2018-03-09,13,18,21.0,15.0,17.0,20.0,28.0,19.0,35.0,35.0,10.0
2018-03-09,14,18,21.0,15.0,16.0,17.0,25.0,22.0,38.0,32.0,10.0
2018-03-09,15,17,21.0,15.0,18.0,19.0,24.0,22.0,36.0,32.0,11.0
2018-03-09,16,18,23.0,14.0,17.0,19.0,23.0,20.0,35.0,34.0,11.0
2018-03-09,17,19,23.0,14.0,18.0,18.0,22.0,20.0,34.0,33.0,10.0
2018-03-09,18,22,23.0,15.0,19.0,18.0,22.0,21.0,33.0,33.0,11.0
2018-03-09,19,24,27.0,16.0,25.0,18.0,21.0,21.0,33.0,33.0,9.0
2018-03-09,20,24,27.0,20.0,27.0,17.0,22.0,19.0,29.0,34.0,9.0
2018-03-09,21,26,28.0,16.0,32.0,17.0,22.0,18.0,31.0,33.0,4.0
2018-03-09,22,26,28.0,16.0,33.0,17.0,22.0,17.0,29.0,33.0,2.0
2018-03-09,23,25,27.0,19.0,34.0,18.0,22.0,17.0,25.0,30.0,3.0
2018-03-11,00,37,34.0,30.0,33.0,20.0,18.0,16.0,28.0,29.0,2.0
2018-03-11,01,40,34.0,30.0,33.0,20.0,18.0,20.0,27.0,29.0,2.0
2018-03-11,02,40,36.0,32.0,34.0,18.0,18.0,17.0,28.0,30.0,4.0
2018-03-11,03,41,37.0,29.0,34.0,20.0,19.0,17.0,27.0,29.0,0.0
2018-03-11,04,40,36.0,28.0,34.0,20.0,19.0,16.0,27.0,27.0,3.0
2018-03-11,05,40,39.0,27.0,35.0,18.0,17.0,16.0,24.0,28.0,8.0
2018-03-11,06,39,39.0,24.0,34.0,19.0,17.0,15.0,23.0,29.0,6.0
2018-03-11,07,38,41.0,24.0,32.0,20.0,18.0,19.0,31.0,35.0,7.0
2018-03-11,08,37,41.0,22.0,30.0,17.0,19.0,20.0,33.0,35.0,11.0
2018-03-11,09,33,41.0,22.0,30.0,17.0,19.0,16.0,34.0,36.0,18.0
2018-03-11,10,34,41.0,22.0,31.0,17.0,20.0,16.0,34.0,36.0,19.0
2018-03-11,11,38,46.0,23.0,32.0,18.0,20.0,16.0,32.0,35.0,20.0
2018-03-11,12,37,50.0,23.0,33.0,18.0,20.0,17.0,31.0,34.0,17.0
2018-03-11,13,38,52.0,24.0,33.0,20.0,20.0,18.0,31.0,39.0,20.0
2018-03-11,14,38,54.0,24.0,33.0,18.0,20.0,19.0,30.0,37.0,22.0
2018-03-11,15,39,55.0,24.0,33.0,18.0,21.0,19.0,28.0,42.0,22.0
2018-03-11,16,40,54.0,25.0,32.0,18.0,21.0,19.0,27.0,42.0,23.0
2018-03-11,17,38,54.0,25.0,32.0,18.0,20.0,19.0,29.0,42.0,23.0
2018-03-11,18,38,52.0,29.0,30.0,20.0,20.0,19.0,30.0,41.0,23.0
2018-03-11,19,36,52.0,29.0,30.0,22.0,21.0,20.0,29.0,40.0,23.0
2018-03-11,20,36,50.0,29.0,26.0,22.0,21.0,20.0,27.0,38.0,23.0
2018-03-11,21,36,50.0,30.0,22.0,24.0,21.0,20.0,29.0,37.0,25.0
2018-03-11,22,36,50.0,27.0,20.0,22.0,20.0,20.0,26.0,38.0,25.0
2018-03-11,23,36,50.0,27.0,20.0,23.0,20.0,20.0,24.0,36.0,27.0
2018-03-12,00,36,50.0,26.0,30.0,22.0,20.0,20.0,25.0,35.0,26.0
2018-03-12,01,36,50.0,25.0,33.0,22.0,19.0,20.0,24.0,35.0,24.0
2018-03-12,02,36,48.0,24.0,32.0,23.0,20.0,19.0,24.0,33.0,23.0
2018-03-12,03,36,48.0,26.0,32.0,22.0,19.0,18.0,25.0,33.0,22.0
2018-03-12,04,36,48.0,27.0,32.0,22.0,19.0,19.0,23.0,32.0,23.0
2018-03-12,05,36,46.0,27.0,32.0,22.0,18.0,19.0,25.0,31.0,23.0
2018-03-12,06,36,46.0,27.0,32.0,23.0,18.0,21.0,25.0,31.0,22.0
2018-03-12,07,36,45.0,27.0,31.0,24.0,20.0,22.0,30.0,38.0,20.0
2018-03-12,08,36,45.0,28.0,31.0,25.0,22.0,23.0,33.0,37.0,20.0
2018-03-12,09,37,43.0,29.0,29.0,26.0,22.0,25.0,35.0,38.0,20.0
2018-03-12,10,38,43.0,29.0,29.0,26.0,23.0,27.0,35.0,39.0,20.0
2018-03-12,11,38,43.0,31.0,30.0,26.0,22.0,27.0,34.0,35.0,19.0
2018-03-12,12,39,41.0,32.0,30.0,26.0,22.0,29.0,33.0,35.0,19.0
2018-03-12,13,38,41.0,32.0,31.0,25.0,21.0,29.0,33.0,33.0,18.0
2018-03-12,14,38,41.0,32.0,31.0,26.0,22.0,27.0,31.0,30.0,16.0
2018-03-12,15,37,41.0,32.0,31.0,28.0,22.0,27.0,32.0,30.0,18.0
2018-03-12,16,34,41.0,33.0,29.0,28.0,23.0,26.0,32.0,30.0,16.0
2018-03-12,17,33,43.0,33.0,25.0,31.0,22.0,26.0,34.0,28.0,15.0
2018-03-12,18,32,43.0,32.0,24.0,34.0,23.0,26.0,35.0,30.0,14.0
2018-03-12,19,33,41.0,29.0,25.0,34.0,23.0,26.0,33.0,31.0,13.0
2018-03-12,20,33,37.0,30.0,25.0,34.0,25.0,25.0,34.0,32.0,12.0
2018-03-12,21,32,36.0,29.0,28.0,34.0,25.0,24.0,33.0,33.0,12.0
2018-03-12,22,31,32.0,29.0,28.0,34.0,27.0,23.0,34.0,34.0,8.0
2018-03-12,23,31,32.0,29.0,29.0,34.0,30.0,21.0,35.0,33.0,12.0
2018-03-14,00,28,30.0,21.0,23.0,21.0,25.0,13.0,32.0,42.0,2.0
2018-03-14,01,28,30.0,21.0,23.0,21.0,25.0,12.0,30.0,43.0,2.0
2018-03-14,02,27,30.0,20.0,22.0,21.0,24.0,12.0,28.0,41.0,2.0
2018-03-14,03,29,28.0,22.0,21.0,21.0,25.0,13.0,30.0,42.0,5.0
2018-03-14,04,26,27.0,21.0,21.0,21.0,24.0,14.0,32.0,41.0,7.0
2018-03-14,05,26,23.0,19.0,19.0,20.0,24.0,16.0,31.0,42.0,7.0
2018-03-14,06,24,23.0,20.0,18.0,19.0,24.0,12.0,31.0,43.0,4.0
2018-03-14,07,25,23.0,20.0,18.0,19.0,25.0,12.0,31.0,42.0,6.0
2018-03-14,08,23,23.0,17.0,18.0,17.0,25.0,15.0,31.0,43.0,10.0
2018-03-14,09,21,23.0,15.0,18.0,17.0,25.0,14.0,32.0,43.0,7.0
2018-03-14,10,18,18.0,12.0,20.0,17.0,25.0,16.0,32.0,39.0,6.0
2018-03-14,11,18,14.0,10.0,20.0,21.0,27.0,17.0,32.0,39.0,10.0
2018-03-14,12,15,14.0,11.0,20.0,20.0,25.0,18.0,32.0,39.0,15.0
2018-03-14,13,15,12.0,12.0,19.0,17.0,27.0,17.0,33.0,42.0,17.0
2018-03-14,14,17,14.0,11.0,18.0,17.0,25.0,20.0,31.0,43.0,19.0
2018-03-14,15,15,12.0,12.0,18.0,17.0,25.0,17.0,31.0,41.0,19.0
2018-03-14,16,12,12.0,11.0,17.0,18.0,24.0,17.0,29.0,34.0,19.0
2018-03-14,17,12,12.0,11.0,18.0,18.0,25.0,16.0,30.0,36.0,20.0
2018-03-14,18,13,10.0,12.0,17.0,17.0,24.0,14.0,30.0,38.0,19.0
2018-03-14,19,14,16.0,13.0,17.0,16.0,24.0,17.0,28.0,37.0,20.0
2018-03-14,20,14,18.0,12.0,18.0,17.0,24.0,19.0,28.0,37.0,19.0
2018-03-14,21,16,19.0,13.0,18.0,17.0,24.0,19.0,28.0,37.0,19.0
2018-03-14,22,15,19.0,14.0,17.0,17.0,24.0,21.0,29.0,33.0,17.0
2018-03-14,23,16,19.0,14.0,17.0,17.0,24.0,21.0,28.0,32.0,18.0
2018-03-15,00,15,19.0,15.0,18.0,17.0,23.0,22.0,28.0,32.0,12.0
2018-03-15,01,17,19.0,15.0,18.0,18.0,23.0,22.0,26.0,30.0,15.0
2018-03-15,02,16,21.0,15.0,18.0,18.0,23.0,22.0,28.0,30.0,13.0
2018-03-15,03,16,21.0,15.0,18.0,18.0,22.0,22.0,26.0,28.0,14.0
2018-03-15,04,17,21.0,16.0,18.0,18.0,21.0,22.0,23.0,26.0,17.0
2018-03-15,05,17,21.0,16.0,18.0,20.0,20.0,22.0,22.0,27.0,18.0
2018-03-15,06,18,21.0,17.0,18.0,20.0,20.0,21.0,21.0,27.0,19.0
2018-03-15,07,19,23.0,18.0,19.0,20.0,21.0,21.0,27.0,36.0,17.0
2018-03-15,08,21,27.0,18.0,21.0,20.0,21.0,21.0,24.0,36.0,16.0
2018-03-15,09,20,23.0,19.0,23.0,19.0,21.0,21.0,23.0,35.0,14.0
2018-03-15,10,21,23.0,19.0,25.0,20.0,20.0,21.0,24.0,33.0,13.0
2018-03-15,11,20,23.0,20.0,26.0,20.0,20.0,19.0,26.0,34.0,11.0
2018-03-15,12,23,23.0,21.0,29.0,25.0,19.0,20.0,26.0,21.0,11.0
2018-03-15,13,24,23.0,22.0,30.0,26.0,18.0,20.0,28.0,34.0,9.0
2018-03-15,14,27,23.0,21.0,30.0,26.0,17.0,19.0,29.0,38.0,9.0
2018-03-15,15,27,21.0,15.0,31.0,23.0,17.0,19.0,26.0,32.0,9.0
2018-03-15,16,28,21.0,16.0,31.0,21.0,17.0,18.0,26.0,35.0,8.0
2018-03-15,17,28,23.0,16.0,32.0,22.0,15.0,19.0,27.0,36.0,6.0
2018-03-15,18,29,23.0,17.0,32.0,22.0,17.0,18.0,29.0,38.0,5.0
2018-03-15,19,29,27.0,21.0,32.0,22.0,18.0,16.0,30.0,36.0,7.0
2018-03-15,20,30,27.0,23.0,32.0,23.0,16.0,13.0,28.0,34.0,6.0
2018-03-15,21,32,27.0,23.0,32.0,23.0,17.0,11.0,23.0,35.0,4.0
2018-03-15,22,32,27.0,23.0,28.0,23.0,18.0,10.0,24.0,34.0,4.0
2018-03-15,23,33,27.0,23.0,23.0,22.0,20.0,9.0,27.0,34.0,2.0
2018-03-16,00,33,27.0,22.0,22.0,18.0,21.0,8.0,26.0,33.0,2.0
2018-03-16,01,34,27.0,23.0,21.0,18.0,20.0,9.0,23.0,30.0,4.0
2018-03-16,02,35,27.0,21.0,21.0,17.0,18.0,10.0,24.0,31.0,5.0
2018-03-16,03,36,27.0,22.0,23.0,17.0,14.0,11.0,26.0,29.0,4.0
2018-03-16,04,35,27.0,22.0,24.0,17.0,13.0,11.0,24.0,29.0,4.0
2018-03-16,05,33,27.0,22.0,24.0,17.0,13.0,12.0,21.0,27.0,-2.0
2018-03-16,06,32,28.0,22.0,22.0,19.0,13.0,12.0,21.0,27.0,2.0
2018-03-16,07,30,28.0,27.0,18.0,19.0,13.0,12.0,25.0,32.0,4.0
2018-03-16,08,28,30.0,24.0,18.0,11.0,14.0,13.0,26.0,34.0,7.0
2018-03-16,09,28,30.0,23.0,17.0,9.0,13.0,13.0,27.0,35.0,8.0
2018-03-16,10,26,32.0,16.0,17.0,12.0,14.0,14.0,28.0,36.0,6.0
2018-03-16,11,24,32.0,20.0,16.0,12.0,13.0,15.0,28.0,38.0,7.0
2018-03-16,12,21,32.0,19.0,15.0,14.0,14.0,16.0,26.0,38.0,8.0
2018-03-16,13,18,32.0,16.0,14.0,16.0,14.0,16.0,28.0,38.0,11.0
2018-03-16,14,18,34.0,13.0,16.0,14.0,13.0,14.0,24.0,39.0,11.0
2018-03-16,15,11,34.0,14.0,13.0,14.0,14.0,13.0,25.0,39.0,9.0
2018-03-16,16,12,34.0,12.0,12.0,13.0,13.0,14.0,25.0,36.0,11.0
2018-03-16,17,9,34.0,12.0,10.0,13.0,13.0,15.0,24.0,33.0,9.0
2018-03-16,18,12,36.0,12.0,9.0,13.0,14.0,15.0,23.0,31.0,13.0
2018-03-16,19,18,36.0,11.0,12.0,14.0,17.0,16.0,22.0,34.0,12.0
2018-03-16,20,22,37.0,13.0,13.0,13.0,15.0,17.0,23.0,32.0,13.0
2018-03-16,21,22,36.0,16.0,15.0,13.0,14.0,18.0,23.0,33.0,12.0
2018-03-16,22,23,36.0,15.0,15.0,13.0,14.0,19.0,23.0,32.0,10.0
2018-03-16,23,25,37.0,16.0,15.0,15.0,12.0,19.0,24.0,30.0,10.0
2018-03-19,00,34,46.0,27.0,26.0,24.0,3.0,23.0,26.0,32.0,24.0
2018-03-19,01,34,50.0,28.0,26.0,24.0,2.0,20.0,25.0,30.0,23.0
2018-03-19,02,34,52.0,29.0,27.0,27.0,-1.0,18.0,23.0,31.0,21.0
2018-03-19,03,34,52.0,28.0,28.0,23.0,1.0,18.0,23.0,30.0,19.0
2018-03-19,04,35,52.0,29.0,26.0,23.0,2.0,18.0,22.0,30.0,18.0
2018-03-19,05,35,52.0,31.0,29.0,24.0,1.0,18.0,21.0,30.0,15.0
2018-03-19,06,35,52.0,33.0,27.0,26.0,1.0,18.0,22.0,30.0,14.0
2018-03-19,07,36,52.0,34.0,26.0,32.0,2.0,20.0,27.0,36.0,13.0
2018-03-19,08,38,54.0,34.0,28.0,25.0,0.0,22.0,28.0,36.0,12.0
2018-03-19,09,39,54.0,35.0,30.0,22.0,-2.0,24.0,26.0,37.0,11.0
2018-03-19,10,37,55.0,34.0,31.0,22.0,1.0,22.0,26.0,40.0,14.0
2018-03-19,11,38,55.0,32.0,32.0,22.0,1.0,21.0,22.0,39.0,14.0
2018-03-19,12,41,55.0,31.0,33.0,23.0,3.0,21.0,17.0,39.0,15.0
2018-03-19,13,42,55.0,30.0,34.0,23.0,4.0,22.0,18.0,38.0,16.0
2018-03-19,14,46,55.0,33.0,35.0,23.0,6.0,24.0,21.0,38.0,17.0
2018-03-19,15,47,57.0,33.0,37.0,24.0,5.0,23.0,17.0,39.0,16.0
2018-03-19,16,48,59.0,36.0,36.0,25.0,5.0,23.0,19.0,38.0,18.0
2018-03-19,17,48,59.0,36.0,36.0,25.0,5.0,23.0,20.0,36.0,18.0
2018-03-19,18,48,59.0,35.0,35.0,31.0,5.0,23.0,20.0,36.0,18.0
2018-03-19,19,48,59.0,35.0,35.0,33.0,5.0,22.0,20.0,37.0,12.0
2018-03-19,20,48,61.0,34.0,46.0,33.0,6.0,14.0,24.0,38.0,16.0
2018-03-19,21,49,61.0,34.0,48.0,32.0,6.0,11.0,24.0,37.0,14.0
2018-03-19,22,49,61.0,36.0,48.0,29.0,6.0,12.0,26.0,35.0,11.0
2018-03-19,23,48,59.0,35.0,47.0,30.0,5.0,14.0,26.0,34.0,10.0
2018-03-31,00,39,41.0,30.0,38.0,29.0,25.0,24.0,29.0,37.0,27.0
2018-03-31,01,36,37.0,31.0,37.0,28.0,25.0,24.0,30.0,36.0,28.0
2018-03-31,02,34,37.0,31.0,37.0,28.0,24.0,24.0,29.0,34.0,28.0
2018-03-31,03,33,37.0,31.0,36.0,27.0,23.0,25.0,30.0,34.0,28.0
2018-03-31,04,35,37.0,30.0,36.0,27.0,23.0,24.0,29.0,34.0,27.0
2018-03-31,05,35,36.0,30.0,35.0,28.0,22.0,25.0,29.0,32.0,27.0
2018-03-31,06,33,34.0,31.0,35.0,30.0,23.0,25.0,29.0,34.0,27.0
2018-03-31,07,33,32.0,32.0,36.0,29.0,23.0,30.0,32.0,37.0,27.0
2018-03-31,08,31,32.0,31.0,38.0,29.0,22.0,32.0,31.0,41.0,27.0
2018-03-31,09,29,30.0,29.0,38.0,28.0,21.0,33.0,31.0,39.0,26.0
2018-03-31,10,28,30.0,27.0,38.0,28.0,18.0,34.0,27.0,43.0,21.0
2018-03-31,11,28,30.0,27.0,38.0,32.0,17.0,37.0,26.0,40.0,21.0
2018-03-31,12,28,30.0,24.0,37.0,28.0,19.0,38.0,26.0,40.0,20.0
2018-03-31,13,26,32.0,23.0,36.0,27.0,17.0,40.0,27.0,41.0,19.0
2018-03-31,14,28,32.0,20.0,31.0,24.0,17.0,41.0,28.0,41.0,17.0
2018-03-31,15,26,32.0,23.0,31.0,27.0,17.0,42.0,29.0,39.0,15.0
2018-03-31,16,31,32.0,25.0,31.0,20.0,15.0,42.0,28.0,39.0,15.0
2018-03-31,17,28,34.0,25.0,30.0,24.0,15.0,42.0,30.0,38.0,11.0
2018-03-31,18,31,36.0,27.0,31.0,24.0,14.0,42.0,30.0,38.0,8.0
2018-03-31,19,31,37.0,27.0,30.0,27.0,15.0,41.0,31.0,40.0,5.0
2018-03-31,20,32,37.0,28.0,29.0,25.0,20.0,35.0,31.0,40.0,3.0
2018-03-31,21,35,39.0,32.0,30.0,29.0,21.0,31.0,31.0,41.0,2.0
2018-03-31,22,36,39.0,31.0,29.0,31.0,20.0,26.0,31.0,40.0,0.0
2018-03-31,23,33,39.0,31.0,30.0,33.0,21.0,23.0,29.0,41.0,-2.0
2018-04-01,00,33,39.0,32.0,31.0,37.0,21.0,24.0,29.0,41.0,-1.0
2018-04-01,01,34,41.0,33.0,32.0,39.0,20.0,24.0,30.0,41.0,-2.0
2018-04-01,02,33,39.0,33.0,36.0,40.0,20.0,24.0,28.0,41.0,-2.0
2018-04-01,03,33,41.0,33.0,37.0,40.0,20.0,23.0,26.0,42.0,-2.0
2018-04-01,04,34,41.0,33.0,38.0,40.0,20.0,23.0,24.0,43.0,-3.0
2018-04-01,05,35,37.0,33.0,42.0,39.0,22.0,22.0,26.0,39.0,-4.0
2018-04-01,06,38,37.0,33.0,43.0,40.0,30.0,18.0,29.0,39.0,-4.0
2018-04-01,07,43,41.0,34.0,43.0,40.0,31.0,16.0,33.0,40.0,-1.0
2018-04-01,08,47,48.0,35.0,46.0,40.0,27.0,16.0,36.0,41.0,1.0
2018-04-01,09,47,50.0,35.0,47.0,37.0,24.0,18.0,33.0,41.0,3.0
2018-04-01,10,45,50.0,36.0,46.0,37.0,20.0,20.0,33.0,41.0,4.0
2018-04-01,11,45,46.0,37.0,46.0,38.0,18.0,20.0,31.0,39.0,4.0
2018-04-01,12,44,41.0,38.0,46.0,39.0,16.0,20.0,29.0,39.0,5.0
2018-04-01,13,42,39.0,39.0,46.0,41.0,17.0,19.0,32.0,35.0,7.0
2018-04-01,14,43,41.0,40.0,46.0,43.0,16.0,17.0,34.0,33.0,7.0
2018-04-01,15,41,43.0,40.0,45.0,43.0,13.0,16.0,34.0,31.0,8.0
2018-04-01,16,41,43.0,41.0,44.0,40.0,13.0,16.0,34.0,31.0,8.0
2018-04-01,17,42,41.0,42.0,44.0,38.0,11.0,15.0,34.0,31.0,7.0
2018-04-01,18,42,43.0,45.0,44.0,37.0,12.0,14.0,34.0,29.0,6.0
2018-04-01,19,44,43.0,44.0,44.0,36.0,13.0,16.0,34.0,30.0,6.0
2018-04-01,20,45,43.0,43.0,44.0,32.0,12.0,15.0,35.0,33.0,5.0
2018-04-01,21,45,43.0,43.0,44.0,36.0,13.0,13.0,34.0,32.0,3.0
2018-04-01,22,46,41.0,43.0,44.0,35.0,15.0,14.0,35.0,34.0,3.0
2018-04-01,23,45,41.0,43.0,43.0,33.0,16.0,13.0,34.0,32.0,3.0
2018-04-07,00,48,54.0,50.0,39.0,38.0,29.0,17.0,47.0,44.0,-1.0
2018-04-07,01,50,54.0,49.0,39.0,38.0,28.0,16.0,47.0,46.0,-2.0
2018-04-07,02,53,54.0,49.0,36.0,37.0,28.0,16.0,46.0,48.0,-1.0
2018-04-07,03,55,54.0,50.0,34.0,35.0,26.0,16.0,46.0,50.0,1.0
2018-04-07,04,54,54.0,51.0,33.0,31.0,23.0,15.0,46.0,49.0,3.0
2018-04-07,05,54,54.0,48.0,32.0,25.0,22.0,16.0,45.0,50.0,4.0
2018-04-07,06,53,54.0,42.0,30.0,25.0,19.0,17.0,44.0,48.0,5.0
2018-04-07,07,54,54.0,37.0,30.0,24.0,19.0,16.0,43.0,46.0,6.0
2018-04-07,08,54,54.0,35.0,30.0,23.0,19.0,11.0,41.0,46.0,5.0
2018-04-07,09,55,55.0,33.0,29.0,24.0,19.0,11.0,40.0,46.0,4.0
2018-04-07,10,55,59.0,31.0,29.0,20.0,20.0,14.0,37.0,48.0,4.0
2018-04-07,11,49,61.0,31.0,29.0,17.0,19.0,15.0,38.0,44.0,5.0
2018-04-07,12,46,63.0,30.0,30.0,17.0,16.0,15.0,38.0,47.0,4.0
2018-04-07,13,45,63.0,29.0,30.0,17.0,15.0,16.0,34.0,46.0,3.0
2018-04-07,14,44,61.0,28.0,30.0,17.0,14.0,16.0,35.0,46.0,4.0
2018-04-07,15,42,61.0,32.0,32.0,17.0,13.0,17.0,32.0,45.0,3.0
2018-04-07,16,41,61.0,31.0,31.0,19.0,13.0,16.0,31.0,46.0,3.0
2018-04-07,17,39,61.0,32.0,30.0,18.0,14.0,15.0,32.0,46.0,2.0
2018-04-07,18,39,59.0,31.0,30.0,17.0,14.0,15.0,30.0,46.0,2.0
2018-04-07,19,37,59.0,31.0,29.0,18.0,13.0,15.0,31.0,46.0,1.0
2018-04-07,20,36,57.0,31.0,29.0,19.0,13.0,15.0,32.0,46.0,0.0
2018-04-07,21,36,55.0,32.0,29.0,19.0,12.0,15.0,31.0,44.0,-1.0
2018-04-07,22,35,48.0,31.0,29.0,18.0,12.0,14.0,31.0,43.0,-3.0
2018-04-07,23,35,43.0,31.0,29.0,18.0,13.0,14.0,29.0,43.0,-3.0
2018-04-12,00,37,45.0,33.0,33.0,34.0,28.0,42.0,27.0,37.0,29.0
2018-04-12,01,38,46.0,34.0,33.0,34.0,29.0,42.0,24.0,37.0,30.0
2018-04-12,02,38,46.0,35.0,34.0,34.0,29.0,41.0,22.0,37.0,32.0
2018-04-12,03,39,46.0,36.0,34.0,35.0,27.0,42.0,23.0,37.0,32.0
2018-04-12,04,38,46.0,36.0,34.0,33.0,26.0,43.0,22.0,37.0,32.0
2018-04-12,05,40,46.0,38.0,34.0,35.0,25.0,44.0,21.0,37.0,33.0
2018-04-12,06,40,45.0,39.0,35.0,39.0,30.0,43.0,24.0,37.0,33.0
2018-04-12,07,44,46.0,40.0,35.0,40.0,26.0,43.0,25.0,39.0,33.0
2018-04-12,08,44,50.0,41.0,35.0,38.0,27.0,43.0,26.0,41.0,34.0
2018-04-12,09,44,46.0,43.0,36.0,38.0,27.0,44.0,25.0,41.0,35.0
2018-04-12,10,44,46.0,42.0,36.0,39.0,26.0,45.0,25.0,41.0,35.0
2018-04-12,11,44,45.0,38.0,35.0,39.0,27.0,46.0,27.0,41.0,35.0
2018-04-12,12,44,43.0,39.0,33.0,39.0,28.0,47.0,26.0,39.0,35.0
2018-04-12,13,42,41.0,39.0,34.0,37.0,30.0,47.0,27.0,39.0,36.0
2018-04-12,14,40,41.0,41.0,34.0,40.0,31.0,47.0,29.0,41.0,36.0
2018-04-12,15,37,41.0,41.0,35.0,40.0,35.0,46.0,29.0,41.0,35.0
2018-04-12,16,38,41.0,41.0,35.0,41.0,39.0,47.0,31.0,41.0,35.0
2018-04-12,17,36,41.0,40.0,37.0,41.0,42.0,48.0,30.0,40.0,35.0
2018-04-12,18,37,41.0,39.0,37.0,42.0,43.0,45.0,28.0,41.0,35.0
2018-04-12,19,35,41.0,40.0,38.0,42.0,42.0,45.0,26.0,40.0,33.0
2018-04-12,20,39,43.0,39.0,38.0,43.0,41.0,45.0,25.0,40.0,34.0
2018-04-12,21,42,43.0,39.0,37.0,43.0,41.0,46.0,25.0,41.0,34.0
2018-04-12,22,43,46.0,39.0,37.0,43.0,40.0,45.0,25.0,41.0,32.0
2018-04-12,23,43,48.0,40.0,38.0,43.0,40.0,45.0,24.0,39.0,34.0
2018-04-13,00,43,48.0,39.0,38.0,43.0,40.0,45.0,24.0,37.0,34.0
2018-04-13,01,45,48.0,39.0,38.0,43.0,38.0,43.0,22.0,39.0,34.0
