DATE,HOUR,NC,SC,VA,KY,MD,NY,MI,CA,WA,WI
2016-10-29,00,45,54.0,41.0,45.0,35.0,31.0,47.0,43.0,36.0,55.0
2016-10-29,01,44,52.0,40.0,45.0,35.0,31.0,47.0,45.0,34.0,55.0
2016-10-29,02,43,52.0,39.0,45.0,35.0,32.0,48.0,46.0,36.0,53.0
2016-10-29,03,43,52.0,38.0,45.0,35.0,34.0,49.0,46.0,34.0,50.0
2016-10-29,04,42,50.0,38.0,45.0,35.0,35.0,50.0,45.0,34.0,47.0
2016-10-29,05,41,50.0,39.0,45.0,34.0,34.0,51.0,44.0,34.0,47.0
2016-10-29,06,40,50.0,38.0,45.0,34.0,34.0,52.0,45.0,36.0,46.0
2016-10-29,07,41,52.0,44.0,45.0,39.0,34.0,54.0,45.0,37.0,45.0
2016-10-29,08,47,57.0,48.0,46.0,44.0,34.0,56.0,45.0,37.0,46.0
2016-10-29,09,49,59.0,47.0,48.0,45.0,34.0,58.0,45.0,39.0,46.0
2016-10-29,10,44,61.0,49.0,49.0,43.0,35.0,59.0,43.0,43.0,46.0
2016-10-29,11,44,59.0,51.0,52.0,46.0,35.0,60.0,42.0,43.0,46.0
2016-10-29,12,48,59.0,52.0,54.0,48.0,36.0,60.0,43.0,43.0,46.0
2016-10-29,13,50,57.0,53.0,53.0,50.0,37.0,60.0,42.0,45.0,46.0
2016-10-29,14,51,57.0,53.0,51.0,51.0,39.0,60.0,41.0,45.0,45.0
2016-10-29,15,53,55.0,53.0,51.0,52.0,39.0,60.0,39.0,45.0,45.0
2016-10-29,16,54,55.0,54.0,50.0,53.0,42.0,60.0,38.0,43.0,47.0
2016-10-29,17,58,57.0,55.0,51.0,53.0,41.0,60.0,37.0,43.0,47.0
2016-10-29,18,56,57.0,55.0,51.0,55.0,41.0,60.0,36.0,45.0,47.0
2016-10-29,19,55,57.0,56.0,51.0,56.0,41.0,60.0,36.0,36.0,47.0
2016-10-29,20,54,57.0,56.0,51.0,57.0,40.0,60.0,36.0,36.0,47.0
2016-10-29,21,54,55.0,56.0,51.0,57.0,39.0,60.0,36.0,36.0,47.0
2016-10-29,22,54,57.0,56.0,52.0,56.0,41.0,60.0,36.0,32.0,45.0
2016-10-29,23,54,55.0,56.0,52.0,56.0,41.0,60.0,36.0,36.0,44.0
2016-10-30,00,54,55.0,56.0,52.0,56.0,48.0,59.0,35.0,32.0,44.0
2016-10-30,01,54,57.0,55.0,52.0,55.0,50.0,60.0,33.0,32.0,44.0
2016-10-30,02,54,57.0,54.0,52.0,54.0,48.0,60.0,32.0,30.0,42.0
2016-10-30,03,54,57.0,53.0,52.0,55.0,47.0,54.0,31.0,28.0,38.0
2016-10-30,04,53,55.0,54.0,52.0,54.0,46.0,52.0,31.0,28.0,36.0
2016-10-30,05,53,54.0,53.0,52.0,53.0,46.0,52.0,30.0,28.0,34.0
2016-10-30,06,53,54.0,53.0,52.0,52.0,46.0,53.0,30.0,25.0,34.0
2016-10-30,07,53,54.0,54.0,52.0,56.0,47.0,51.0,37.0,28.0,33.0
2016-10-30,08,58,59.0,55.0,53.0,57.0,47.0,49.0,40.0,32.0,36.0
2016-10-30,09,60,61.0,56.0,54.0,57.0,46.0,49.0,41.0,37.0,37.0
2016-10-30,10,60,61.0,56.0,54.0,58.0,47.0,48.0,36.0,39.0,38.0
2016-10-30,11,61,57.0,56.0,56.0,58.0,47.0,47.0,33.0,39.0,38.0
2016-10-30,12,60,55.0,55.0,56.0,60.0,46.0,46.0,37.0,39.0,38.0
2016-10-30,13,59,54.0,54.0,54.0,60.0,46.0,44.0,36.0,43.0,37.0
2016-10-30,14,57,52.0,56.0,53.0,59.0,47.0,44.0,35.0,43.0,38.0
2016-10-30,15,57,52.0,54.0,53.0,58.0,48.0,44.0,36.0,39.0,37.0
2016-10-30,16,60,52.0,55.0,53.0,57.0,48.0,42.0,35.0,39.0,38.0
2016-10-30,17,63,52.0,56.0,53.0,60.0,46.0,41.0,38.0,41.0,38.0
2016-10-30,18,61,54.0,56.0,53.0,61.0,44.0,40.0,37.0,39.0,39.0
2016-10-30,19,60,54.0,56.0,53.0,60.0,42.0,40.0,37.0,43.0,38.0
2016-10-30,20,59,54.0,56.0,53.0,59.0,41.0,39.0,37.0,43.0,40.0
2016-10-30,21,59,54.0,58.0,59.0,57.0,40.0,39.0,38.0,41.0,40.0
2016-10-30,22,58,52.0,56.0,60.0,54.0,40.0,40.0,38.0,41.0,39.0
2016-10-30,23,56,52.0,56.0,60.0,53.0,40.0,40.0,39.0,43.0,36.0
2016-11-08,00,34,37.0,33.0,38.0,32.0,28.0,40.0,39.0,43.0,47.0
2016-11-08,01,32,36.0,32.0,38.0,32.0,28.0,39.0,38.0,43.0,47.0
2016-11-08,02,32,34.0,32.0,38.0,30.0,28.0,40.0,38.0,41.0,46.0
2016-11-08,03,32,34.0,32.0,38.0,32.0,25.0,39.0,38.0,39.0,45.0
2016-11-08,04,32,34.0,32.0,38.0,30.0,25.0,41.0,37.0,39.0,43.0
2016-11-08,05,32,34.0,32.0,38.0,31.0,26.0,42.0,37.0,39.0,40.0
2016-11-08,06,32,32.0,32.0,39.0,30.0,25.0,42.0,36.0,37.0,39.0
2016-11-08,07,32,32.0,35.0,38.0,35.0,29.0,42.0,37.0,37.0,38.0
2016-11-08,08,38,37.0,35.0,39.0,38.0,32.0,44.0,40.0,39.0,38.0
2016-11-08,09,40,39.0,37.0,40.0,38.0,33.0,45.0,38.0,45.0,38.0
2016-11-08,10,41,34.0,35.0,41.0,35.0,32.0,47.0,36.0,46.0,38.0
2016-11-08,11,39,34.0,35.0,41.0,36.0,33.0,50.0,35.0,46.0,39.0
2016-11-08,12,37,32.0,33.0,41.0,33.0,35.0,50.0,34.0,48.0,39.0
2016-11-08,13,39,32.0,34.0,39.0,33.0,35.0,50.0,32.0,48.0,37.0
2016-11-08,14,36,32.0,36.0,38.0,36.0,34.0,51.0,33.0,48.0,37.0
2016-11-08,15,42,32.0,37.0,37.0,36.0,33.0,51.0,35.0,48.0,36.0
2016-11-08,16,45,32.0,45.0,38.0,39.0,34.0,50.0,38.0,48.0,36.0
2016-11-08,17,46,36.0,45.0,39.0,38.0,35.0,48.0,37.0,46.0,35.0
2016-11-08,18,46,37.0,46.0,40.0,40.0,34.0,44.0,37.0,46.0,35.0
2016-11-08,19,45,37.0,45.0,43.0,41.0,33.0,42.0,36.0,46.0,34.0
2016-11-08,20,44,37.0,45.0,45.0,42.0,34.0,41.0,37.0,46.0,33.0
2016-11-08,21,43,41.0,44.0,44.0,41.0,34.0,40.0,38.0,45.0,33.0
2016-11-08,22,43,41.0,44.0,48.0,41.0,34.0,40.0,37.0,45.0,31.0
2016-11-08,23,43,41.0,45.0,50.0,42.0,35.0,40.0,36.0,43.0,28.0
2016-11-19,00,40,41.0,41.0,38.0,38.0,31.0,46.0,16.0,28.0,27.0
2016-11-19,01,40,43.0,39.0,38.0,40.0,30.0,40.0,17.0,27.0,26.0
2016-11-19,02,40,41.0,39.0,38.0,37.0,30.0,35.0,24.0,30.0,26.0
2016-11-19,03,40,41.0,38.0,39.0,37.0,29.0,33.0,24.0,30.0,23.0
2016-11-19,04,40,43.0,38.0,40.0,38.0,27.0,32.0,30.0,32.0,24.0
2016-11-19,05,39,43.0,37.0,42.0,36.0,27.0,32.0,32.0,32.0,23.0
2016-11-19,06,38,43.0,38.0,51.0,36.0,27.0,30.0,32.0,34.0,23.0
2016-11-19,07,38,43.0,42.0,43.0,40.0,29.0,31.0,32.0,34.0,22.0
2016-11-19,08,46,46.0,46.0,39.0,48.0,33.0,32.0,33.0,34.0,21.0
2016-11-19,09,50,50.0,47.0,36.0,48.0,37.0,31.0,34.0,36.0,20.0
2016-11-19,10,51,54.0,47.0,33.0,49.0,38.0,33.0,34.0,37.0,22.0
2016-11-19,11,52,54.0,47.0,32.0,49.0,39.0,32.0,35.0,39.0,21.0
2016-11-19,12,49,48.0,45.0,30.0,49.0,39.0,32.0,36.0,39.0,19.0
2016-11-19,13,48,30.0,44.0,30.0,49.0,39.0,30.0,35.0,39.0,20.0
2016-11-19,14,49,32.0,45.0,29.0,47.0,39.0,30.0,35.0,39.0,17.0
2016-11-19,15,50,30.0,41.0,28.0,48.0,38.0,31.0,35.0,39.0,16.0
2016-11-19,16,53,27.0,35.0,28.0,46.0,38.0,30.0,35.0,37.0,14.0
2016-11-19,17,43,25.0,30.0,27.0,30.0,38.0,31.0,36.0,37.0,15.0
2016-11-19,18,33,23.0,25.0,27.0,30.0,38.0,29.0,36.0,37.0,14.0
2016-11-19,19,29,23.0,24.0,26.0,36.0,41.0,28.0,36.0,36.0,16.0
2016-11-19,20,28,21.0,24.0,25.0,36.0,39.0,27.0,36.0,36.0,14.0
2016-11-19,21,25,21.0,19.0,24.0,35.0,36.0,27.0,36.0,37.0,13.0
2016-11-19,22,25,21.0,18.0,21.0,34.0,36.0,25.0,36.0,37.0,12.0
2016-11-19,23,24,23.0,19.0,20.0,29.0,34.0,22.0,36.0,37.0,14.0
2016-11-20,00,24,25.0,19.0,20.0,27.0,33.0,22.0,36.0,37.0,15.0
2016-11-20,01,24,23.0,20.0,21.0,26.0,33.0,21.0,36.0,39.0,13.0
2016-11-20,02,24,23.0,21.0,22.0,25.0,32.0,21.0,36.0,39.0,14.0
2016-11-20,03,22,23.0,21.0,22.0,24.0,31.0,21.0,37.0,37.0,13.0
2016-11-20,04,23,23.0,21.0,22.0,24.0,31.0,21.0,36.0,39.0,14.0
2016-11-20,05,23,23.0,20.0,22.0,24.0,31.0,21.0,36.0,37.0,12.0
2016-11-20,06,24,21.0,20.0,22.0,24.0,31.0,22.0,36.0,39.0,14.0
2016-11-20,07,25,23.0,19.0,22.0,23.0,31.0,22.0,36.0,39.0,14.0
2016-11-20,08,26,25.0,19.0,23.0,23.0,31.0,23.0,36.0,39.0,14.0
2016-11-20,09,24,25.0,19.0,21.0,22.0,31.0,22.0,35.0,37.0,14.0
2016-11-20,10,22,21.0,18.0,21.0,22.0,31.0,21.0,35.0,39.0,14.0
2016-11-20,11,22,21.0,18.0,20.0,21.0,31.0,21.0,35.0,39.0,14.0
2016-11-20,12,22,18.0,17.0,21.0,21.0,32.0,22.0,37.0,41.0,14.0
2016-11-20,13,22,19.0,18.0,20.0,22.0,31.0,22.0,38.0,43.0,15.0
2016-11-20,14,22,16.0,18.0,20.0,21.0,28.0,21.0,36.0,41.0,15.0
2016-11-20,15,21,16.0,19.0,19.0,22.0,25.0,21.0,37.0,41.0,14.0
2016-11-20,16,22,16.0,19.0,18.0,22.0,25.0,20.0,37.0,39.0,16.0
2016-11-20,17,23,16.0,19.0,19.0,22.0,22.0,18.0,35.0,41.0,16.0
2016-11-20,18,22,18.0,18.0,19.0,22.0,23.0,19.0,34.0,41.0,16.0
2016-11-20,19,20,18.0,17.0,20.0,22.0,21.0,18.0,34.0,39.0,15.0
2016-11-20,20,20,21.0,17.0,19.0,21.0,24.0,18.0,29.0,39.0,15.0
2016-11-20,21,19,21.0,17.0,20.0,21.0,23.0,18.0,27.0,37.0,15.0
2016-11-20,22,19,19.0,18.0,20.0,20.0,21.0,18.0,28.0,37.0,14.0
2016-11-20,23,19,19.0,18.0,20.0,19.0,21.0,18.0,25.0,39.0,14.0
2016-11-23,00,26,28.0,20.0,24.0,23.0,19.0,23.0,33.0,36.0,30.0
2016-11-23,01,26,28.0,21.0,24.0,22.0,18.0,24.0,33.0,36.0,30.0
2016-11-23,02,25,28.0,21.0,23.0,20.0,18.0,25.0,32.0,36.0,30.0
2016-11-23,03,25,28.0,22.0,23.0,24.0,18.0,25.0,32.0,36.0,31.0
2016-11-23,04,25,28.0,22.0,22.0,23.0,18.0,25.0,32.0,36.0,31.0
2016-11-23,05,24,28.0,21.0,23.0,21.0,18.0,27.0,31.0,34.0,31.0
2016-11-23,06,23,28.0,21.0,23.0,21.0,19.0,27.0,30.0,34.0,31.0
2016-11-23,07,23,28.0,24.0,27.0,24.0,19.0,27.0,31.0,36.0,31.0
2016-11-23,08,26,30.0,28.0,26.0,27.0,18.0,28.0,32.0,34.0,31.0
2016-11-23,09,29,32.0,22.0,30.0,26.0,19.0,28.0,31.0,36.0,31.0
2016-11-23,10,30,30.0,22.0,30.0,26.0,20.0,29.0,33.0,36.0,32.0
2016-11-23,11,24,28.0,19.0,30.0,25.0,20.0,30.0,33.0,36.0,32.0
2016-11-23,12,24,34.0,20.0,27.0,23.0,20.0,32.0,30.0,36.0,32.0
2016-11-23,13,23,37.0,20.0,27.0,29.0,20.0,33.0,29.0,36.0,32.0
2016-11-23,14,21,39.0,20.0,25.0,27.0,20.0,34.0,29.0,37.0,32.0
2016-11-23,15,22,43.0,23.0,25.0,27.0,21.0,35.0,30.0,34.0,32.0
2016-11-23,16,22,45.0,33.0,26.0,28.0,20.0,35.0,28.0,34.0,32.0
2016-11-23,17,27,45.0,33.0,26.0,27.0,20.0,35.0,27.0,34.0,32.0
2016-11-23,18,29,46.0,27.0,26.0,30.0,20.0,35.0,27.0,34.0,32.0
2016-11-23,19,29,46.0,31.0,26.0,30.0,20.0,34.0,25.0,34.0,32.0
2016-11-23,20,31,46.0,31.0,26.0,32.0,21.0,35.0,24.0,34.0,32.0
2016-11-23,21,30,46.0,30.0,31.0,32.0,21.0,35.0,24.0,34.0,32.0
2016-11-23,22,30,46.0,30.0,35.0,32.0,22.0,36.0,21.0,34.0,32.0
2016-11-23,23,31,46.0,29.0,35.0,32.0,22.0,36.0,23.0,34.0,32.0
2016-12-12,00,35,36.0,30.0,44.0,31.0,23.0,32.0,26.0,30.0,15.0
2016-12-12,01,36,34.0,31.0,48.0,36.0,23.0,32.0,27.0,30.0,14.0
2016-12-12,02,36,34.0,33.0,49.0,37.0,24.0,32.0,27.0,30.0,12.0
2016-12-12,03,41,34.0,35.0,49.0,39.0,25.0,32.0,27.0,30.0,12.0
2016-12-12,04,42,37.0,39.0,49.0,38.0,26.0,33.0,25.0,30.0,13.0
2016-12-12,05,50,39.0,41.0,49.0,39.0,27.0,33.0,23.0,30.0,14.0
2016-12-12,06,52,41.0,42.0,49.0,40.0,29.0,32.0,24.0,30.0,14.0
2016-12-12,07,53,43.0,43.0,49.0,40.0,30.0,28.0,20.0,30.0,14.0
2016-12-12,08,53,46.0,44.0,48.0,41.0,31.0,27.0,25.0,30.0,13.0
2016-12-12,09,52,50.0,45.0,48.0,41.0,32.0,25.0,27.0,30.0,13.0
2016-12-12,10,50,50.0,46.0,46.0,42.0,32.0,24.0,28.0,32.0,14.0
2016-12-12,11,51,52.0,47.0,46.0,44.0,33.0,23.0,25.0,32.0,15.0
2016-12-12,12,52,54.0,48.0,44.0,44.0,33.0,22.0,24.0,32.0,15.0
2016-12-12,13,53,55.0,49.0,42.0,44.0,33.0,22.0,25.0,30.0,13.0
2016-12-12,14,53,55.0,49.0,40.0,44.0,33.0,21.0,25.0,28.0,11.0
2016-12-12,15,54,55.0,48.0,39.0,43.0,32.0,20.0,26.0,28.0,9.0
2016-12-12,16,53,54.0,47.0,38.0,38.0,31.0,22.0,25.0,28.0,8.0
2016-12-12,17,51,54.0,45.0,37.0,36.0,30.0,21.0,25.0,27.0,8.0
2016-12-12,18,48,54.0,44.0,36.0,36.0,29.0,21.0,25.0,27.0,10.0
2016-12-12,19,48,52.0,43.0,36.0,33.0,27.0,20.0,24.0,27.0,9.0
2016-12-12,20,45,52.0,42.0,36.0,31.0,26.0,20.0,23.0,27.0,10.0
2016-12-12,21,44,52.0,41.0,35.0,32.0,24.0,18.0,23.0,27.0,8.0
2016-12-12,22,44,54.0,39.0,35.0,32.0,23.0,16.0,23.0,28.0,7.0
2016-12-12,23,44,52.0,39.0,35.0,30.0,23.0,13.0,23.0,27.0,6.0
2016-12-13,00,44,50.0,39.0,34.0,29.0,22.0,12.0,24.0,27.0,5.0
2016-12-13,01,41,52.0,40.0,34.0,25.0,22.0,13.0,24.0,25.0,2.0
2016-12-13,02,42,52.0,40.0,35.0,26.0,23.0,12.0,25.0,25.0,1.0
2016-12-13,03,40,52.0,38.0,35.0,27.0,24.0,12.0,25.0,25.0,-1.0
2016-12-13,04,39,52.0,36.0,34.0,27.0,24.0,12.0,25.0,25.0,-3.0
2016-12-13,05,40,52.0,35.0,34.0,24.0,25.0,14.0,24.0,23.0,-3.0
2016-12-13,06,43,52.0,36.0,35.0,25.0,25.0,15.0,21.0,25.0,-5.0
2016-12-13,07,42,52.0,34.0,35.0,27.0,25.0,14.0,20.0,21.0,-7.0
2016-12-13,08,42,52.0,34.0,35.0,26.0,23.0,15.0,23.0,19.0,-8.0
2016-12-13,09,43,54.0,35.0,36.0,24.0,20.0,16.0,26.0,21.0,-9.0
2016-12-13,10,42,54.0,36.0,36.0,26.0,20.0,19.0,27.0,25.0,-8.0
2016-12-13,11,43,54.0,34.0,37.0,25.0,19.0,21.0,28.0,25.0,-8.0
2016-12-13,12,43,54.0,35.0,37.0,27.0,19.0,22.0,27.0,27.0,-6.0
2016-12-13,13,44,54.0,36.0,36.0,28.0,21.0,22.0,28.0,27.0,-5.0
2016-12-13,14,45,54.0,36.0,35.0,28.0,20.0,21.0,28.0,25.0,-5.0
2016-12-13,15,45,54.0,36.0,35.0,29.0,20.0,20.0,26.0,25.0,-6.0
2016-12-13,16,45,54.0,37.0,34.0,29.0,21.0,17.0,27.0,21.0,-7.0
2016-12-13,17,47,54.0,36.0,34.0,29.0,21.0,14.0,29.0,19.0,-8.0
2016-12-13,18,47,54.0,35.0,34.0,30.0,21.0,13.0,32.0,19.0,-9.0
2016-12-13,19,47,54.0,38.0,34.0,30.0,23.0,13.0,31.0,21.0,-9.0
2016-12-13,20,47,54.0,38.0,34.0,32.0,24.0,9.0,32.0,23.0,-9.0
2016-12-13,21,47,54.0,38.0,34.0,31.0,27.0,8.0,31.0,25.0,-8.0
2016-12-13,22,47,54.0,38.0,35.0,33.0,29.0,8.0,31.0,19.0,-6.0
2016-12-13,23,47,54.0,37.0,35.0,32.0,29.0,8.0,31.0,18.0,-5.0
2016-12-24,00,34,34.0,29.0,24.0,32.0,23.0,35.0,27.0,27.0,28.0
2016-12-24,01,36,36.0,29.0,37.0,32.0,23.0,35.0,26.0,27.0,29.0
2016-12-24,02,36,34.0,31.0,41.0,32.0,23.0,34.0,25.0,27.0,29.0
2016-12-24,03,37,36.0,31.0,42.0,32.0,23.0,34.0,24.0,27.0,29.0
2016-12-24,04,38,36.0,31.0,44.0,37.0,23.0,34.0,24.0,27.0,29.0
2016-12-24,05,39,36.0,34.0,45.0,37.0,23.0,35.0,22.0,23.0,30.0
2016-12-24,06,41,37.0,37.0,46.0,39.0,23.0,35.0,18.0,25.0,30.0
2016-12-24,07,41,37.0,38.0,46.0,39.0,25.0,34.0,18.0,21.0,28.0
2016-12-24,08,40,37.0,40.0,47.0,39.0,27.0,35.0,19.0,19.0,27.0
2016-12-24,09,41,41.0,41.0,48.0,39.0,30.0,35.0,19.0,21.0,28.0
2016-12-24,10,42,43.0,43.0,50.0,41.0,32.0,34.0,19.0,23.0,29.0
2016-12-24,11,44,46.0,45.0,52.0,41.0,34.0,34.0,20.0,25.0,28.0
2016-12-24,12,45,50.0,46.0,53.0,41.0,35.0,32.0,19.0,25.0,28.0
2016-12-24,13,47,52.0,46.0,53.0,43.0,35.0,32.0,19.0,27.0,28.0
2016-12-24,14,52,50.0,47.0,53.0,45.0,35.0,32.0,20.0,27.0,28.0
2016-12-24,15,52,50.0,47.0,51.0,44.0,35.0,31.0,19.0,27.0,28.0
2016-12-24,16,51,50.0,46.0,50.0,43.0,34.0,31.0,19.0,28.0,28.0
2016-12-24,17,51,50.0,46.0,50.0,43.0,33.0,31.0,17.0,27.0,28.0
2016-12-24,18,50,50.0,44.0,49.0,43.0,32.0,31.0,18.0,28.0,28.0
2016-12-24,19,51,50.0,42.0,49.0,43.0,32.0,31.0,17.0,25.0,29.0
2016-12-24,20,49,48.0,41.0,48.0,41.0,31.0,31.0,17.0,25.0,28.0
2016-12-24,21,47,48.0,39.0,48.0,41.0,31.0,31.0,17.0,27.0,28.0
2016-12-24,22,47,50.0,37.0,48.0,41.0,31.0,31.0,13.0,27.0,29.0
2016-12-24,23,46,46.0,36.0,48.0,41.0,32.0,31.0,7.0,25.0,29.0
2016-12-25,00,46,46.0,36.0,48.0,38.0,31.0,31.0,11.0,21.0,30.0
2016-12-25,01,45,46.0,35.0,48.0,37.0,30.0,31.0,12.0,25.0,29.0
2016-12-25,02,46,45.0,33.0,47.0,32.0,30.0,31.0,12.0,25.0,28.0
2016-12-25,03,45,45.0,31.0,47.0,31.0,30.0,30.0,14.0,21.0,27.0
2016-12-25,04,45,45.0,31.0,47.0,28.0,31.0,30.0,15.0,19.0,26.0
2016-12-25,05,45,46.0,31.0,47.0,31.0,30.0,31.0,15.0,18.0,23.0
2016-12-25,06,45,45.0,30.0,47.0,27.0,29.0,31.0,14.0,19.0,22.0
2016-12-25,07,44,43.0,30.0,48.0,28.0,28.0,30.0,14.0,16.0,22.0
2016-12-25,08,44,45.0,35.0,48.0,34.0,28.0,31.0,15.0,18.0,21.0
2016-12-25,09,44,52.0,40.0,48.0,34.0,28.0,31.0,15.0,19.0,21.0
2016-12-25,10,44,52.0,42.0,50.0,34.0,29.0,31.0,17.0,25.0,21.0
2016-12-25,11,42,52.0,39.0,51.0,35.0,25.0,31.0,17.0,25.0,22.0
2016-12-25,12,43,52.0,39.0,53.0,34.0,22.0,31.0,16.0,25.0,24.0
2016-12-25,13,43,52.0,39.0,54.0,33.0,20.0,31.0,17.0,25.0,24.0
2016-12-25,14,42,54.0,39.0,54.0,34.0,19.0,31.0,16.0,25.0,26.0
2016-12-25,15,42,54.0,39.0,56.0,34.0,16.0,31.0,14.0,25.0,27.0
2016-12-25,16,41,54.0,40.0,56.0,33.0,14.0,32.0,11.0,21.0,28.0
2016-12-25,17,40,54.0,41.0,56.0,32.0,14.0,32.0,6.0,19.0,30.0
2016-12-25,18,40,54.0,40.0,56.0,31.0,12.0,31.0,4.0,21.0,30.0
2016-12-25,19,40,52.0,39.0,57.0,30.0,6.0,31.0,1.0,19.0,30.0
2016-12-25,20,38,52.0,38.0,57.0,30.0,7.0,31.0,-1.0,21.0,31.0
2016-12-25,21,36,54.0,36.0,56.0,28.0,7.0,32.0,-3.0,19.0,30.0
2016-12-25,22,36,54.0,36.0,57.0,29.0,6.0,32.0,-3.0,19.0,30.0
2016-12-25,23,37,52.0,35.0,56.0,26.0,1.0,33.0,-5.0,21.0,31.0
2016-12-27,00,45,50.0,43.0,56.0,44.0,38.0,23.0,19.0,34.0,10.0
2016-12-27,01,47,52.0,46.0,58.0,45.0,39.0,24.0,17.0,32.0,9.0
2016-12-27,02,49,52.0,49.0,59.0,45.0,40.0,24.0,18.0,30.0,9.0
2016-12-27,03,51,52.0,52.0,59.0,46.0,41.0,24.0,17.0,32.0,8.0
2016-12-27,04,53,52.0,53.0,59.0,48.0,42.0,23.0,15.0,32.0,8.0
2016-12-27,05,55,54.0,53.0,55.0,48.0,43.0,22.0,17.0,34.0,7.0
2016-12-27,06,56,54.0,53.0,51.0,50.0,43.0,22.0,17.0,32.0,7.0
2016-12-27,07,57,54.0,53.0,49.0,50.0,42.0,22.0,13.0,32.0,7.0
2016-12-27,08,57,54.0,53.0,49.0,50.0,40.0,23.0,17.0,32.0,8.0
2016-12-27,09,57,55.0,53.0,47.0,53.0,43.0,23.0,20.0,30.0,8.0
2016-12-27,10,57,55.0,53.0,45.0,53.0,33.0,23.0,19.0,32.0,7.0
2016-12-27,11,58,57.0,54.0,38.0,54.0,32.0,23.0,19.0,30.0,7.0
2016-12-27,12,59,59.0,54.0,34.0,55.0,29.0,23.0,18.0,34.0,6.0
2016-12-27,13,58,59.0,54.0,34.0,37.0,27.0,23.0,18.0,34.0,7.0
2016-12-27,14,58,59.0,55.0,32.0,33.0,25.0,23.0,21.0,36.0,7.0
2016-12-27,15,57,61.0,54.0,32.0,33.0,25.0,23.0,22.0,32.0,7.0
2016-12-27,16,57,61.0,54.0,30.0,33.0,25.0,23.0,22.0,30.0,7.0
2016-12-27,17,57,61.0,53.0,29.0,33.0,25.0,23.0,21.0,30.0,7.0
2016-12-27,18,58,59.0,53.0,30.0,33.0,24.0,24.0,21.0,28.0,7.0
2016-12-27,19,58,59.0,48.0,30.0,34.0,24.0,24.0,18.0,30.0,7.0
2016-12-27,20,58,59.0,42.0,30.0,32.0,25.0,23.0,16.0,34.0,7.0
2016-12-27,21,57,61.0,38.0,29.0,31.0,26.0,23.0,17.0,30.0,8.0
2016-12-27,22,57,59.0,37.0,29.0,31.0,26.0,22.0,15.0,28.0,9.0
2016-12-27,23,55,59.0,35.0,29.0,29.0,26.0,22.0,15.0,30.0,9.0
2017-01-08,00,11,9.0,1.0,1.0,5.0,7.0,0.0,34.0,19.0,-10.0
2017-01-08,01,10,10.0,-1.0,2.0,2.0,8.0,1.0,34.0,18.0,-9.0
2017-01-08,02,9,10.0,-3.0,3.0,2.0,9.0,0.0,35.0,19.0,-8.0
2017-01-08,03,9,16.0,-2.0,5.0,0.0,8.0,0.0,34.0,19.0,-8.0
2017-01-08,04,8,16.0,-2.0,7.0,0.0,9.0,0.0,36.0,19.0,-8.0
2017-01-08,05,7,14.0,-3.0,7.0,0.0,9.0,0.0,35.0,19.0,-8.0
2017-01-08,06,5,14.0,-4.0,6.0,0.0,8.0,0.0,35.0,21.0,-10.0
2017-01-08,07,5,14.0,-3.0,6.0,1.0,6.0,0.0,35.0,21.0,-11.0
2017-01-08,08,5,14.0,1.0,6.0,2.0,7.0,1.0,35.0,23.0,-9.0
2017-01-08,09,6,12.0,-1.0,6.0,3.0,5.0,1.0,36.0,23.0,-6.0
2017-01-08,10,6,9.0,-1.0,6.0,4.0,4.0,1.0,36.0,25.0,-6.0
2017-01-08,11,5,9.0,1.0,5.0,3.0,5.0,2.0,37.0,25.0,-5.0
2017-01-08,12,4,9.0,0.0,6.0,4.0,5.0,5.0,38.0,28.0,-3.0
2017-01-08,13,5,7.0,1.0,6.0,2.0,6.0,5.0,38.0,28.0,-1.0
2017-01-08,14,5,9.0,-1.0,4.0,2.0,5.0,5.0,38.0,30.0,-2.0
2017-01-08,15,6,3.0,-1.0,5.0,-1.0,4.0,5.0,38.0,30.0,-2.0
2017-01-08,16,4,0.0,-2.0,5.0,0.0,5.0,6.0,38.0,30.0,-1.0
2017-01-08,17,4,1.0,-1.0,4.0,0.0,0.0,7.0,39.0,28.0,-1.0
2017-01-08,18,7,5.0,4.0,4.0,0.0,0.0,8.0,39.0,28.0,-1.0
2017-01-08,19,9,9.0,1.0,5.0,2.0,1.0,11.0,38.0,28.0,0.0
2017-01-08,20,9,9.0,0.0,6.0,2.0,1.0,8.0,39.0,28.0,0.0
2017-01-08,21,8,9.0,1.0,5.0,2.0,0.0,9.0,37.0,30.0,1.0
2017-01-08,22,8,9.0,1.0,6.0,2.0,-1.0,8.0,37.0,32.0,0.0
2017-01-08,23,7,12.0,-1.0,5.0,3.0,-1.0,7.0,35.0,32.0,3.0
2017-02-03,00,31,54.0,20.0,13.0,12.0,8.0,8.0,35.0,21.0,-8.0
2017-02-03,01,32,54.0,20.0,13.0,12.0,7.0,8.0,36.0,21.0,-9.0
2017-02-03,02,32,54.0,19.0,14.0,15.0,7.0,9.0,35.0,21.0,-9.0
2017-02-03,03,28,54.0,20.0,13.0,11.0,7.0,10.0,34.0,23.0,-9.0
2017-02-03,04,28,54.0,19.0,14.0,14.0,7.0,11.0,34.0,25.0,-10.0
2017-02-03,05,28,54.0,21.0,14.0,12.0,7.0,11.0,36.0,23.0,-10.0
2017-02-03,06,32,54.0,20.0,14.0,12.0,8.0,11.0,36.0,25.0,-9.0
